order_id,date,customer_id,product,category,region,quantity,unit_price,discount_pct,discount,revenue,cost,profit,payment_method,channel
ORD100787,2024-12-04,CUST1090,Product_06,Home,North,3,71.86,5.0,10.78,204.8,153.58,51.22,UPI,Online
ORD100436,2023-12-12,CUST1715,Product_12,Clothing,South,3,129.52,15.0,58.28,330.28,230.1,100.18,Wallet,Online
ORD100764,2023-04-05,CUST1952,Product_13,Sports,North,1,148.61,0.0,0.0,148.61,115.05,33.56,UPI,Offline
ORD100088,2024-12-20,CUST1454,Product_08,Sports,South,3,359.05,0.0,0.0,1077.15,597.6,479.55,Card,Offline
ORD100063,2023-02-04,CUST1647,Product_01,Home,East,3,25.08,15.0,11.29,63.95,52.68,11.27,Wallet,Offline
ORD100826,2024-10-28,CUST1423,Product_15,Clothing,North,1,474.17,5.0,23.71,450.46,337.08,113.38,Card,Offline
ORD100716,2024-12-09,CUST1731,Product_03,Beauty,North,1,240.33,0.0,0.0,240.33,182.38,57.95,NetBanking,Offline
ORD100351,2023-12-15,CUST1527,Product_22,Beauty,West,3,133.25,0.0,0.0,399.75,275.21,124.54,UPI,Online
ORD100936,2024-05-17,CUST1474,Product_20,Sports,North,5,466.4,0.0,0.0,2332.0,1424.91,907.09,NetBanking,Online
ORD100256,2023-12-04,CUST1698,Product_27,Clothing,North,2,351.83,10.0,70.37,633.29,495.25,138.04,NetBanking,Online
ORD100635,2024-06-14,CUST1355,Product_19,Electronics,North,4,293.98,5.0,58.8,1117.12,818.81,298.31,Card,Online
ORD100644,2024-10-21,CUST1760,Product_07,Home,South,1,504.01,0.0,0.0,504.01,311.4,192.61,Cash,Online
ORD100554,2024-08-18,CUST1831,Product_05,Sports,North,7,290.53,20.0,406.74,1626.97,1313.51,313.46,Card,Offline
ORD100959,2024-05-18,CUST1422,Product_28,Clothing,North,2,435.02,0.0,0.0,870.04,598.54,271.5,Card,Online
ORD100168,2024-10-01,CUST1978,Product_26,Electronics,North,3,171.62,0.0,0.0,514.86,394.62,120.24,UPI,Online
ORD100917,2024-09-14,CUST1837,Product_15,Home,East,4,403.91,0.0,0.0,1615.64,1028.66,586.98,Cash,Offline
ORD100528,2024-05-07,CUST1175,Product_01,Clothing,South,2,22.2,15.0,6.66,37.74,29.72,8.02,Wallet,Offline
ORD100823,2023-10-08,CUST1408,Product_05,Home,East,4,284.95,5.0,56.99,1082.81,644.87,437.94,Card,Offline
ORD100985,2024-05-25,CUST1845,Product_06,Home,South,1,69.76,0.0,0.0,69.76,50.4,19.36,UPI,Online
ORD100816,2024-10-24,CUST1013,Product_20,Sports,West,4,373.17,0.0,0.0,1492.68,886.71,605.97,UPI,Online
ORD100086,2023-10-23,CUST1904,Product_16,Electronics,South,2,38.0,0.0,0.0,76.0,54.95,21.05,Card,Online
ORD100432,2024-10-18,CUST1813,Product_16,Electronics,North,4,43.42,0.0,0.0,173.68,109.79,63.89,UPI,Online
ORD100184,2024-02-15,CUST1980,Product_25,Home,West,2,550.96,10.0,110.19,991.73,632.34,359.39,UPI,Online
ORD100978,2024-07-12,CUST1196,Product_12,Home,West,2,95.15,0.0,0.0,190.3,132.91,57.39,Cash,Offline
ORD100534,2023-10-04,CUST1368,Product_30,Beauty,North,1,379.98,5.0,19.0,360.98,243.68,117.3,UPI,Offline
ORD100294,2023-04-22,CUST1816,Product_16,Electronics,West,4,50.03,0.0,0.0,200.12,144.7,55.42,Card,Offline
ORD100892,2024-04-29,CUST1713,Product_07,Electronics,East,1,549.02,0.0,0.0,549.02,405.38,143.64,UPI,Online
ORD100425,2024-10-17,CUST1122,Product_02,Clothing,East,2,82.86,20.0,33.14,132.58,128.92,3.66,UPI,Online
ORD100713,2024-01-25,CUST1215,Product_09,Beauty,East,2,204.51,10.0,40.9,368.12,277.27,90.85,Wallet,Online
ORD100260,2024-02-19,CUST1423,Product_05,Beauty,West,3,285.49,10.0,85.65,770.82,583.41,187.41,NetBanking,Online
ORD100237,2024-05-25,CUST1073,Product_15,Clothing,South,2,381.64,15.0,114.49,648.79,492.15,156.64,Card,Offline
ORD100559,2023-01-19,CUST1848,Product_25,Electronics,East,1,389.55,0.0,0.0,389.55,259.06,130.49,Card,Online
ORD100583,2024-07-22,CUST1111,Product_04,Electronics,East,4,241.56,0.0,0.0,966.24,681.09,285.15,NetBanking,Offline
ORD100445,2023-04-06,CUST1203,Product_17,Clothing,North,3,298.53,0.0,0.0,895.59,586.37,309.22,UPI,Offline
ORD100867,2023-10-30,CUST1968,Product_04,Sports,West,1,344.11,0.0,0.0,344.11,203.11,141.0,Card,Online
ORD100800,2024-07-16,CUST1538,Product_15,Home,North,4,366.75,0.0,0.0,1467.0,1044.74,422.26,NetBanking,Offline
ORD100599,2023-03-15,CUST1527,Product_14,Electronics,North,2,356.76,5.0,35.68,677.84,538.81,139.03,Card,Online
ORD100849,2023-09-06,CUST1665,Product_14,Home,East,2,563.71,5.0,56.37,1071.05,742.53,328.52,Card,Online
ORD100265,2023-12-12,CUST1463,Product_06,Clothing,East,4,80.5,15.0,48.3,273.7,205.82,67.88,NetBanking,Online
ORD100995,2024-10-03,CUST1214,Product_05,Clothing,East,2,367.0,10.0,73.4,660.6,486.88,173.72,NetBanking,Online
ORD100529,2023-03-16,CUST1616,Product_02,Clothing,South,1,76.85,5.0,3.84,73.01,45.61,27.4,Wallet,Online
ORD100055,2023-12-12,CUST1185,Product_19,Home,West,3,410.25,10.0,123.08,1107.67,717.39,390.28,NetBanking,Offline
ORD100120,2023-02-17,CUST1943,Product_07,Electronics,South,4,342.52,5.0,68.5,1301.58,877.91,423.67,Cash,Online
ORD100215,2024-07-19,CUST1087,Product_11,Beauty,South,2,574.29,0.0,0.0,1148.58,819.85,328.73,Card,Online
ORD100025,2023-10-04,CUST1985,Product_02,Beauty,East,2,67.59,5.0,6.76,128.42,101.07,27.35,Card,Offline
ORD100072,2024-04-21,CUST1983,Product_05,Electronics,East,4,337.91,10.0,135.16,1216.48,836.26,380.22,Cash,Online
ORD100044,2023-05-11,CUST1308,Product_03,Electronics,West,2,251.62,0.0,0.0,503.24,377.03,126.21,Card,Offline
ORD100247,2024-02-07,CUST1085,Product_06,Sports,North,3,92.02,0.0,0.0,276.06,158.64,117.42,Cash,Offline
ORD100721,2023-01-05,CUST1479,Product_05,Electronics,East,3,488.44,10.0,146.53,1318.79,1045.14,273.65,UPI,Offline
ORD100281,2024-02-08,CUST1250,Product_15,Electronics,South,3,305.41,0.0,0.0,916.23,629.1,287.13,UPI,Online
ORD100893,2023-01-28,CUST1993,Product_02,Electronics,West,3,78.01,0.0,0.0,234.03,183.25,50.78,Card,Online
ORD100914,2023-04-21,CUST1118,Product_30,Sports,North,3,425.57,5.0,63.84,1212.87,795.48,417.39,NetBanking,Offline
ORD100810,2023-02-22,CUST1858,Product_14,Beauty,East,1,449.37,20.0,89.87,359.5,340.99,18.51,Cash,Offline
ORD100244,2024-04-08,CUST1275,Product_26,Beauty,North,3,189.22,15.0,85.15,482.51,355.65,126.86,UPI,Offline
ORD100822,2024-11-26,CUST1577,Product_05,Sports,East,5,362.02,0.0,0.0,1810.1,1232.28,577.82,UPI,Online
ORD100321,2023-02-07,CUST1899,Product_08,Home,North,1,270.5,5.0,13.53,256.97,183.97,73.0,Wallet,Online
ORD100643,2023-02-27,CUST1415,Product_24,Home,North,3,305.93,10.0,91.78,826.01,557.01,269.0,UPI,Offline
ORD100158,2024-07-31,CUST1663,Product_15,Sports,West,5,475.1,0.0,0.0,2375.5,1307.9,1067.6,Card,Online
ORD100977,2023-05-20,CUST1814,Product_24,Beauty,West,3,235.14,0.0,0.0,705.42,529.28,176.14,NetBanking,Offline
ORD100429,2023-04-16,CUST1852,Product_07,Clothing,East,2,516.69,0.0,0.0,1033.38,656.82,376.56,UPI,Online
ORD100941,2023-12-16,CUST1108,Product_02,Electronics,East,3,87.77,5.0,13.17,250.14,191.17,58.97,Card,Offline
ORD100462,2023-03-27,CUST1254,Product_27,Beauty,South,3,350.57,0.0,0.0,1051.71,663.48,388.23,Cash,Online
ORD100309,2024-01-27,CUST1888,Product_25,Beauty,South,7,403.07,0.0,0.0,2821.49,1940.11,881.38,NetBanking,Online
ORD100697,2023-03-31,CUST1127,Product_16,Beauty,North,7,39.95,0.0,0.0,279.65,192.02,87.63,UPI,Online
ORD100060,2024-03-30,CUST1756,Product_01,Clothing,South,1,16.23,5.0,0.81,15.42,11.72,3.7,Card,Online
ORD100884,2024-09-14,CUST1203,Product_11,Beauty,South,4,395.77,0.0,0.0,1583.08,1066.14,516.94,Card,Online
ORD100595,2023-08-23,CUST1306,Product_08,Electronics,West,4,462.18,5.0,92.44,1756.28,1200.86,555.42,UPI,Offline
ORD100767,2023-06-03,CUST1943,Product_04,Home,East,3,398.72,10.0,119.62,1076.54,754.54,322.0,Card,Online
ORD100649,2024-01-22,CUST1291,Product_08,Sports,North,4,457.55,0.0,0.0,1830.2,1116.29,713.91,Card,Online
ORD100650,2023-12-14,CUST1988,Product_12,Home,East,4,100.47,10.0,40.19,361.69,297.69,64.0,Card,Offline
ORD100865,2024-11-22,CUST1738,Product_13,Home,North,3,262.3,5.0,39.35,747.55,539.8,207.75,Card,Online
ORD100668,2023-08-17,CUST1136,Product_04,Beauty,East,2,240.91,5.0,24.09,457.73,357.06,100.67,Wallet,Offline
ORD100298,2023-06-02,CUST1673,Product_02,Home,North,3,85.8,0.0,0.0,257.4,175.38,82.02,NetBanking,Offline
ORD100689,2023-12-24,CUST1803,Product_20,Clothing,East,4,305.83,15.0,183.5,1039.82,700.67,339.15,UPI,Online
ORD100314,2023-02-02,CUST1354,Product_08,Sports,West,2,399.77,0.0,0.0,799.54,627.55,171.99,NetBanking,Online
ORD100310,2023-05-15,CUST1053,Product_13,Electronics,South,2,161.55,0.0,0.0,323.1,218.04,105.06,Card,Online
ORD100361,2023-06-10,CUST1210,Product_15,Beauty,South,3,316.69,20.0,190.01,760.06,749.04,11.02,Card,Online
ORD100479,2023-12-23,CUST1418,Product_05,Electronics,North,1,315.11,0.0,0.0,315.11,222.61,92.5,Card,Offline
ORD100110,2024-02-23,CUST1611,Product_11,Electronics,East,2,528.43,0.0,0.0,1056.86,779.8,277.06,NetBanking,Offline
ORD100989,2023-01-10,CUST1606,Product_18,Electronics,East,3,507.72,0.0,0.0,1523.16,1186.93,336.23,UPI,Online
ORD100486,2024-03-17,CUST1289,Product_09,Beauty,North,5,254.65,10.0,127.33,1145.92,727.71,418.21,UPI,Online
ORD100363,2023-11-19,CUST1514,Product_10,Electronics,West,8,558.98,5.0,223.59,4248.25,3076.55,1171.7,Card,Online
ORD100254,2024-10-01,CUST1701,Product_12,Beauty,East,2,100.83,5.0,10.08,191.58,137.23,54.35,UPI,Offline
ORD100259,2023-05-31,CUST1666,Product_03,Electronics,North,2,291.82,0.0,0.0,583.64,430.55,153.09,Card,Offline
ORD100802,2023-05-13,CUST1085,Product_01,Electronics,East,1,27.64,10.0,2.76,24.88,18.03,6.85,Cash,Offline
ORD100677,2023-11-01,CUST1380,Product_08,Home,West,3,265.49,0.0,0.0,796.47,539.55,256.92,Card,Online
ORD100494,2023-06-09,CUST1844,Product_24,Sports,North,6,362.69,0.0,0.0,2176.14,1740.55,435.59,Card,Online
ORD100670,2023-08-15,CUST1472,Product_22,Clothing,North,3,80.9,10.0,24.27,218.43,141.13,77.3,Wallet,Offline
ORD100377,2023-04-14,CUST1363,Product_06,Home,West,1,72.6,10.0,7.26,65.34,41.77,23.57,NetBanking,Offline
ORD100526,2024-05-15,CUST1370,Product_05,Beauty,East,1,480.13,0.0,0.0,480.13,335.62,144.51,Card,Online
ORD100845,2024-06-29,CUST1376,Product_05,Home,West,5,447.96,0.0,0.0,2239.8,1672.22,567.58,Card,Online
ORD100137,2023-07-26,CUST1423,Product_10,Beauty,South,3,493.32,5.0,74.0,1405.96,1130.0,275.96,Card,Offline
ORD100355,2024-08-29,CUST1493,Product_06,Home,East,3,72.7,15.0,32.71,185.39,137.72,47.67,Wallet,Online
ORD100365,2023-01-18,CUST1789,Product_23,Electronics,East,1,139.18,15.0,20.88,118.3,101.79,16.51,Card,Online
ORD100942,2024-08-29,CUST1679,Product_12,Home,North,1,130.74,0.0,0.0,130.74,87.44,43.3,Card,Offline
ORD100749,2024-04-02,CUST1666,Product_01,Clothing,South,4,23.91,0.0,0.0,95.64,74.48,21.16,UPI,Online
ORD100948,2023-08-17,CUST1150,Product_26,Home,West,3,156.07,20.0,93.64,374.57,314.84,59.73,Card,Online
ORD100829,2023-03-02,CUST1763,Product_01,Sports,South,3,20.73,10.0,6.22,55.97,47.08,8.89,UPI,Online
ORD100656,2024-02-13,CUST1348,Product_26,Clothing,North,3,170.37,0.0,0.0,511.11,362.64,148.47,Card,Online
ORD100199,2024-05-11,CUST1901,Product_02,Clothing,East,3,76.23,10.0,22.87,205.82,175.1,30.72,Card,Offline
ORD100213,2024-10-03,CUST1618,Product_08,Electronics,North,3,467.75,5.0,70.16,1333.09,1048.01,285.08,UPI,Offline
ORD100408,2024-07-23,CUST1075,Product_20,Clothing,South,2,464.49,0.0,0.0,928.98,544.28,384.7,Card,Online
ORD100332,2024-04-25,CUST1536,Product_02,Sports,East,2,94.62,0.0,0.0,189.24,108.4,80.84,Card,Online
ORD100208,2024-09-16,CUST1890,Product_05,Clothing,West,4,431.95,0.0,0.0,1727.8,1354.71,373.09,UPI,Offline
ORD100613,2023-06-14,CUST1292,Product_15,Home,West,4,372.48,5.0,74.5,1415.42,1034.7,380.72,NetBanking,Offline
ORD100078,2023-07-21,CUST1811,Product_17,Sports,North,1,504.58,5.0,25.23,479.35,372.74,106.61,Card,Online
ORD100029,2023-01-22,CUST1584,Product_06,Beauty,West,1,66.59,0.0,0.0,66.59,52.55,14.04,NetBanking,Online
ORD100535,2024-11-06,CUST1916,Product_20,Electronics,South,2,306.82,0.0,0.0,613.64,439.75,173.89,Cash,Online
ORD100695,2023-12-14,CUST1329,Product_14,Clothing,North,5,390.27,20.0,390.27,1561.08,1540.75,20.33,Card,Online
ORD100557,2024-02-01,CUST1256,Product_10,Electronics,South,3,407.11,0.0,0.0,1221.33,865.25,356.08,UPI,Online
ORD100836,2024-11-12,CUST1064,Product_02,Beauty,South,1,69.85,0.0,0.0,69.85,47.25,22.6,Card,Offline
ORD100596,2024-10-19,CUST1881,Product_01,Beauty,South,1,24.18,0.0,0.0,24.18,17.63,6.55,Card,Offline
ORD100165,2024-07-09,CUST1153,Product_02,Electronics,East,5,68.73,15.0,51.55,292.1,196.11,95.99,Wallet,Offline
ORD100918,2024-01-04,CUST1046,Product_01,Sports,East,3,26.96,0.0,0.0,80.88,57.88,23.0,NetBanking,Online
ORD100495,2024-04-19,CUST1089,Product_03,Home,South,5,242.04,0.0,0.0,1210.2,807.75,402.45,UPI,Online
ORD100824,2023-07-14,CUST1282,Product_07,Sports,South,4,361.84,0.0,0.0,1447.36,1147.79,299.57,UPI,Offline
ORD100065,2023-03-22,CUST1380,Product_06,Clothing,West,6,86.98,0.0,0.0,521.88,325.77,196.11,UPI,Online
ORD100141,2024-11-21,CUST1688,Product_01,Beauty,West,3,19.82,0.0,0.0,59.46,38.19,21.27,Card,Online
ORD100925,2023-10-09,CUST1990,Product_12,Clothing,East,4,118.54,5.0,23.71,450.45,301.49,148.96,NetBanking,Online
ORD100827,2023-04-03,CUST1229,Product_03,Home,West,3,188.93,0.0,0.0,566.79,329.21,237.58,UPI,Offline
ORD100655,2024-01-04,CUST1375,Product_21,Clothing,West,4,460.47,5.0,92.09,1749.79,1234.1,515.69,UPI,Offline
ORD100331,2023-10-11,CUST1108,Product_16,Clothing,East,2,43.43,0.0,0.0,86.86,57.34,29.52,Card,Offline
